iter	Passed	Remaining
409	4815	6929
410	4826	6916
411	4838	6905
412	4848	6891
413	4860	6879
414	4872	6867
415	4883	6856
416	4894	6843
417	4905	6830
418	4917	6818
419	4928	6806
420	4940	6794
421	4951	6782
422	4963	6770
423	4974	6757
424	4986	6745
425	4997	6734
426	5008	6721
427	5019	6708
428	5031	6696
429	5041	6683
430	5052	6670
431	5063	6658
432	5074	6644
433	5085	6632
434	5097	6620
435	5107	6607
436	5117	6593
437	5129	6581
438	5140	6569
439	5152	6557
440	5164	6545
441	5175	6534
442	5186	6521
443	5197	6508
444	5209	6496
445	5220	6484
446	5232	6473
447	5243	6460
448	5255	6448
449	5267	6437
450	5278	6425
451	5290	6413
452	5301	6401
453	5312	6389
454	5324	6377
455	5335	6365
456	5347	6354
457	5359	6342
458	5372	6332
459	5384	6321
460	5396	6309
461	5408	6298
462	5420	6286
463	5431	6274
464	5443	6262
465	5454	6250
466	5466	6239
467	5478	6227
468	5490	6215
469	5501	6203
470	5512	6191
471	5524	6179
472	5536	6168
473	5547	6156
474	5559	6144
475	5570	6132
476	5582	6121
477	5595	6110
478	5606	6097
479	5617	6085
480	5627	6072
481	5639	6060
482	5650	6048
483	5662	6036
484	5674	6025
485	5686	6013
486	5697	6001
487	5707	5988
488	5719	5976
489	5730	5964
490	5743	5953
491	5754	5941
492	5765	5929
493	5776	5916
494	5788	5905
495	5800	5893
496	5812	5883
497	5824	5871
498	5838	5862
499	5855	5855
500	5868	5845
501	5881	5834
502	5891	5821
503	5903	5810
504	5915	5798
505	5927	5786
506	5938	5774
507	5950	5763
508	5962	5751
509	5973	5738
510	5983	5726
511	5995	5714
512	6006	5702
513	6018	5690
514	6029	5678
515	6041	5667
516	6053	5655
517	6064	5642
518	6075	5630
519	6086	5618
520	6099	5608
521	6112	5596
522	6123	5584
523	6134	5572
524	6146	5561
525	6158	5549
526	6170	5538
527	6182	5526
528	6193	5514
529	6205	5502
530	6217	5491
531	6228	5479
532	6240	5467
533	6251	5455
534	6263	5443
535	6275	5432
536	6286	5420
537	6298	5409
538	6310	5397
539	6321	5385
540	6332	5372
541	6344	5360
542	6353	5347
543	6364	5335
544	6376	5323
545	6387	5311
546	6399	5299
547	6410	5287
548	6422	5276
549	6434	5264
550	6444	5251
551	6455	5239
552	6466	5226
553	6477	5214
554	6488	5202
555	6499	5190
556	6510	5178
557	6522	5166
558	6534	5154
559	6545	5142
560	6556	5130
561	6568	5118
562	6579	5106
563	6591	5095
564	6602	5083
565	6614	5072
566	6626	5060
567	6637	5047
568	6648	5035
569	6660	5024
570	6670	5012
571	6682	5000
572	6692	4987
573	6704	4975
574	6715	4963
575	6726	4951
576	6737	4938
577	6747	4926
578	6758	4914
579	6769	4902
580	6780	4890
581	6792	4878
582	6804	4866
583	6814	4854
584	6826	4842
585	6837	4830
586	6849	4818
587	6859	4806
588	6871	4794
589	6883	4783
590	6894	4771
591	6906	4759
592	6917	4748
593	6929	4736
594	6942	4725
595	6954	4713
596	6966	4702
597	6978	4691
598	6991	4680
599	7005	4670
600	7019	4660
601	7032	4649
602	7045	4638
603	7057	4627
604	7070	4615
605	7080	4603
606	7092	4591
607	7103	4579
608	7114	4568
609	7126	4556
610	7138	4544
611	7150	4533
612	7161	4521
613	7173	4509
614	7184	4497
615	7196	4486
616	7207	4474
617	7218	4462
618	7230	4450
619	7241	4438
620	7253	4426
621	7265	4415
622	7276	4403
623	7286	4390
624	7297	4378
625	7308	4366
626	7320	4354
627	7331	4343
628	7343	4331
629	7355	4319
630	7367	4308
631	7378	4296
632	7390	4285
633	7402	4273
634	7414	4261
635	7425	4249
636	7437	4238
637	7448	4226
638	7459	4214
639	7471	4202
640	7483	4190
641	7494	4179
642	7505	4166
643	7516	4155
644	7527	4143
645	7539	4131
646	7550	4119
647	7562	4108
648	7574	4096
649	7585	4084
650	7596	4072
651	7607	4060
652	7617	4048
653	7628	4035
654	7639	4023
655	7651	4012
656	7662	4000
657	7673	3988
658	7685	3976
659	7697	3965
660	7708	3953
661	7719	3941
662	7731	3929
663	7742	3917
664	7753	3905
665	7764	3893
666	7776	3882
667	7787	3870
668	7798	3858
669	7809	3846
670	7821	3834
671	7832	3822
672	7843	3811
673	7854	3799
674	7866	3787
675	7877	3775
676	7888	3763
677	7898	3751
678	7909	3739
679	7920	3727
680	7931	3715
681	7942	3703
682	7954	3691
683	7965	3680
684	7977	3668
685	7988	3656
686	8000	3645
687	8012	3633
688	8024	3622
689	8036	3610
690	8047	3598
691	8059	3587
692	8071	3575
693	8083	3564
694	8094	3552
695	8106	3540
696	8118	3529
697	8130	3517
698	8142	3506
699	8153	3494
700	8166	3483
701	8179	3472
702	8197	3463
703	8210	3452
704	8222	3440
705	8234	3429
706	8246	3417
707	8258	3406
708	8270	3394
709	8281	3382
710	8294	3371
711	8306	3359
712	8317	3348
713	8329	3336
714	8340	3324
715	8352	3312
716	8363	3301
717	8376	3289
718	8387	3278
719	8400	3266
720	8411	3255
721	8423	3243
722	8435	3231
723	8446	3220
724	8457	3207
725	8468	3195
726	8479	3184
727	8491	3172
728	8502	3160
729	8514	3149
730	8524	3137
731	8536	3125
732	8547	3113
733	8558	3101
734	8569	3089
735	8581	3078
736	8592	3066
737	8604	3054
738	8615	3042
739	8627	3031
740	8639	3019
741	8651	3008
742	8662	2996
743	8673	2984
744	8685	2972
745	8697	2961
746	8708	2949
747	8719	2937
748	8730	2925
749	8742	2914
750	8754	2902
751	8765	2890
752	8776	2878
753	8789	2867
754	8800	2855
755	8812	2844
756	8822	2832
757	8833	2820
758	8845	2808
759	8857	2797
760	8869	2785
761	8880	2773
762	8893	2762
763	8905	2750
764	8917	2739
765	8930	2727
766	8940	2715
767	8951	2703
768	8961	2691
769	8973	2680
770	8985	2668
771	8996	2656
772	9007	2645
773	9018	2633
774	9029	2621
775	9040	2609
776	9051	2597
777	9063	2586
778	9074	2574
779	9086	2562
780	9097	2551
781	9109	2539
782	9120	2527
783	9131	2515
784	9143	2504
785	9155	2492
786	9167	2481
787	9179	2469
788	9189	2457
789	9201	2445
790	9212	2434
791	9223	2422
792	9235	2410
793	9247	2399
794	9260	2388
795	9271	2376
796	9282	2364
797	9294	2352
798	9306	2341
799	9319	2329
800	9331	2318
801	9351	2308
802	9368	2298
803	9381	2286
804	9394	2275
805	9406	2264
806	9418	2252
807	9429	2240
808	9440	2228
809	9452	2217
810	9463	2205
811	9474	2193
812	9486	2181
813	9497	2170
814	9509	2158
815	9520	2146
816	9532	2135
817	9544	2123
818	9555	2111
819	9566	2100
820	9577	2088
821	9589	2076
822	9600	2064
823	9610	2052
824	9622	2041
825	9633	2029
826	9645	2017
827	9656	2005
828	9667	1994
829	9677	1982
830	9688	1970
831	9699	1958
832	9710	1946
833	9722	1935
834	9733	1923
835	9744	1911
836	9755	1899
837	9767	1888
838	9779	1876
839	9790	1864
840	9802	1853
841	9813	1841
842	9824	1829
843	9835	1818
844	9846	1806
845	9857	1794
846	9868	1782
847	9879	1770
848	9891	1759
849	9901	1747
850	9913	1735
851	9925	1724
852	9937	1712
853	9948	1700
854	9960	1689
855	9972	1677
856	9983	1665
857	9994	1654
858	10005	1642
859	10016	1630
860	10028	1618
861	10039	1607
862	10050	1595
863	10061	1583
864	10074	1572
865	10085	1560
866	10097	1548
867	10108	1537
868	10119	1525
869	10130	1513
870	10142	1502
871	10153	1490
872	10165	1478
873	10175	1466
874	10186	1455
875	10196	1443
876	10207	1431
877	10218	1419
878	10229	1408
879	10240	1396
880	10251	1384
881	10262	1372
882	10274	1361
883	10286	1349
884	10297	1338
885	10309	1326
886	10321	1314
887	10332	1303
888	10344	1291
889	10358	1280
890	10369	1268
891	10381	1256
892	10392	1245
893	10404	1233
894	10415	1221
895	10427	1210
896	10439	1198
897	10450	1187
898	10462	1175
899	10473	1163
900	10486	1152
901	10497	1140
902	10511	1129
903	10526	1117
904	10541	1106
905	10553	1094
906	10563	1083
907	10575	1071
908	10586	1059
909	10596	1048
910	10607	1036
911	10618	1024
912	10630	1012
913	10641	1001
914	10652	989
915	10663	977
916	10675	966
917	10686	954
918	10698	942
919	10708	931
920	10719	919
921	10731	907
922	10741	896
923	10752	884
924	10763	872
925	10774	861
926	10785	849
927	10797	837
928	10808	826
929	10819	814
930	10831	802
931	10842	791
932	10854	779
933	10865	767
934	10876	756
935	10887	744
936	10899	732
937	10910	721
938	10921	709
939	10932	697
940	10943	686
941	10955	674
942	10966	662
943	10978	651
944	10989	639
945	11000	627
946	11011	616
947	11023	604
948	11034	593
949	11046	581
950	11057	569
951	11069	558
952	11080	546
953	11092	534
954	11104	523
955	11115	511
956	11126	499
957	11138	488
958	11149	476
959	11160	465
960	11171	453
961	11183	441
962	11194	430
963	11205	418
964	11217	406
965	11228	395
966	11240	383
967	11252	371
968	11263	360
969	11274	348
970	11286	337
971	11297	325
972	11309	313
973	11320	302
974	11332	290
975	11343	278
976	11354	267
977	11366	255
978	11377	244
979	11388	232
980	11400	220
981	11410	209
982	11421	197
983	11432	185
984	11443	174
985	11455	162
986	11466	151
987	11478	139
988	11489	127
989	11500	116
990	11512	104
991	11521	92
992	11532	81
993	11544	69
994	11555	58
995	11567	46
996	11579	34
997	11590	23
998	11602	11
999	11613	0
